,Unnamed: 0,0,1,Score,19,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
541,541,5.950582981,-6.246695518,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
259,259,-0.946326554,1.513147354,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,43,-5.449943066,3.756610155,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1005,1005,2.588805437,-2.874677896,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
584,584,-1.369742632,3.806842566,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310,310,-3.104663849,3.817473412,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
657,657,2.117053032,0.085117012,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1209,1209,-2.737318039,2.477323055,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
210,210,-2.013594627,0.379590452,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
155,155,-1.603021026,2.731494665,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
558,558,1.978630304,-0.960723042,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
411,411,-3.852445364,4.359323978,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1004,1004,0.374255598,-0.959646881,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
493,493,-2.135536432,0.393988788,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1065,1065,-1.557104468,2.542324781,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
522,522,1.358167768,-0.576390803,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
543,543,-1.966934562,2.686953306,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
551,551,-0.893345952,0.436655849,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
428,428,-2.603675604,3.291862726,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
422,422,-5.541980743,5.610079288,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
739,739,-1.222296953,2.853736639,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
458,458,-2.665282488,4.55284977,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1146,1146,-1.137226701,-0.294699818,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
423,423,-3.078257322,3.942273378,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
298,298,-2.092197418,3.305704355,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1027,1027,-1.200870633,1.510599136,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
350,350,3.807452679,-0.092336826,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
652,652,4.678718567,-0.36812225,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1208,1208,-4.175779819,4.81879425,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1207,1207,0.420286298,0.778935373,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
533,533,0.131735325,-1.190108538,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107,107,3.249179602,-0.398366719,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,439,1.002614021,0.666310191,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
881,881,-3.026822805,2.524374485,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1168,1168,-0.525520623,0.313848525,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78,78,-3.812198162,1.465860605,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
