,0,1,Score,19,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-4.237457275,3.766987801,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-1.410241246,0.708828032,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.237119675,-3.037528515,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,-2.340488434,3.969966173,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,-5.664031982,7.176612854,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,-1.693876505,1.936863303,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,-0.201904997,0.499090731,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,-1.765740395,0.9779405,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,2.734827757,0.698486328,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,-3.226580381,3.042239189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0.843911469,0.312012494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,-2.493800163,3.108827829,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12,-6.155538082,7.044130325,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,-1.67698729,3.390382528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,-1.833837509,4.552308559,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,-4.247757912,5.162733555,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,-4.116253853,3.293859959,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,-2.41203618,3.292836189,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,-1.345344067,-0.927913845,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
19,-3.565980911,3.163532734,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20,-1.191170573,3.93020463,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,-2.818840027,-0.987529457,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,-1.073387027,1.604648352,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,-0.682021618,1.174353361,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,-1.75619483,1.164233208,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,0.400554568,-1.520482779,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26,2.647836924,-4.773406506,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,1.533630252,-2.042865515,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,-2.67314291,0.610860527,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,-1.120705485,-0.433633327,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,-6.790162086,6.229859829,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31,-5.882169724,5.263819695,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,-2.04620266,1.801116824,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,0.119913295,-1.255700588,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,-1.796367884,0.435362577,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,-2.581872463,1.819417477,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,-2.00186348,2.985276461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,-0.617685139,0.35988304,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
38,2.450462103,-1.57730031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,1.701073289,-2.204649448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,-2.760835886,1.935931683,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,-8.189234734,7.828537941,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
42,-3.81218338,5.529283047,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
43,-5.449943066,3.756610155,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
44,-4.120349407,2.85743475,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
45,-0.59676975,0.776916564,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
46,0.121926814,0.021686317,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
47,-5.270793915,5.569989204,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
48,-1.682878971,1.626142502,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
49,-0.357237518,-0.776560664,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,0.453894645,-2.53272438,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,0.509221256,1.705634713,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,-1.76711452,1.115490675,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,-1.802266955,0.398646384,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,-7.854215145,7.037283421,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,-0.07389456,1.090779424,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56,-3.252439737,4.379060745,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
57,-2.383496046,2.680736303,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,-0.363231778,1.220901132,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,-0.411199659,5.734210968,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,-1.698407292,1.748843551,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61,-0.07245861,2.464318991,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,0.885833859,-0.593216717,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,-1.643206716,4.977667809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64,-3.87096405,4.313665867,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,2.558236361,-1.527345896,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66,-1.185344934,0.105225205,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,-1.746325135,1.655545354,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68,-3.911931753,3.761109591,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69,1.265395284,-0.299152374,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70,1.536985397,-2.880156279,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,-3.852372646,0.446525604,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,-4.742886066,5.127353668,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
73,-2.791538239,3.608599901,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
74,1.013620019,-0.678942144,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
75,-0.433459103,1.15362668,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
76,0.754128218,-0.199336722,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,-1.225963116,1.42030251,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78,-3.812198162,1.465860605,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,0.637859166,-3.237811327,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,0.125933766,-1.473831177,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
