,Unnamed: 0,0,1,Score,19,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
8,8,2.734827757,0.698486328,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
841,841,0.987759709,4.174911499,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
392,392,0.808910429,1.1943295,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
555,555,1.922221422,-3.363031626,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
625,625,4.917074203,-5.459240913,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
434,434,0.178530499,0.811520457,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,77,-1.225963116,1.42030251,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82,82,0.624242008,-1.919673324,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1044,1044,-1.53640759,2.251808643,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64,64,-3.87096405,4.313665867,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
633,633,-5.864848137,4.194665432,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
98,98,0.274706751,-1.466009378,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
608,608,4.074037075,-1.484470725,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
498,498,-2.040380239,5.309045315,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,32,-2.04620266,1.801116824,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
754,754,-3.475016594,2.844230413,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1047,1047,-2.741070032,3.197057724,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
948,948,-3.232641697,4.536751747,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
143,143,-2.04121542,0.708996356,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
900,900,-1.401283383,2.47259903,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
137,137,0.904727936,-2.744782686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1080,1080,-2.447588682,1.354548454,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
852,852,1.563364387,-2.578730345,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
281,281,-2.056590557,4.497027397,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,30,-6.790162086,6.229859829,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
650,650,-7.472354412,6.511683941,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1112,1112,3.104331255,0.722346961,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
708,708,-3.701163769,4.667002678,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
676,676,-1.469597816,2.168506145,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
919,919,11.59459877,-12.70839882,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1139,1139,-0.372318447,2.02602458,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1111,1111,2.195567608,-2.369333029,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,17,-2.41203618,3.292836189,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
793,793,1.730195761,0.497972906,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,60,-1.698407292,1.748843551,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,102,-1.084562182,0.869076014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1113,1113,0.255330592,0.718097508,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
468,468,-1.625780702,2.428143024,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91,91,-0.184207052,0.071606062,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
843,843,-5.09159565,3.44889307,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225,225,-0.951561391,0.55135107,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,183,-4.725483418,1.208900332,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
37,37,-0.617685139,0.35988304,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1012,1012,-1.04112184,0.631174266,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
523,523,-1.368450046,0.758349955,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
848,848,-1.367213607,2.338551283,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1159,1159,0.603793859,-1.848998666,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
622,622,-2.730174303,4.464026451,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1142,1142,0.793413937,1.13682425,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
151,151,5.452626228,-1.960820675,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1022,1022,-2.954078674,4.454882145,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
